perpetuity_views,views,interest,title,channel_title,entra_por,source_handle,perp_outlier,xd_winners,xd_distributors,age_days,seconds,confidence,video_id,url,published,description
67650,49151,51.2,You Won’t Believe This Abandoned House Became a Dream Home!  | Timelapse,Smart Fox,crédito en descripción,LadyfieldFarm,2.32,0,0,348,11030,alta,DX9OlQ7nn20,https://www.youtube.com/watch?v=DX9OlQ7nn20,2025-08-28T11:00:21Z,"Take a journey through the incredible transformation of an abandoned house as it’s brought back to life from ruin to a beautiful, livable home. Captured in a detailed timelapse, this renovation showcases the power of craftsmanship, patience, and vision.  Watch as the decaying structure is carefully restored—step by step—into a warm and inviting home, blending historic character with modern comfort. Don’t miss this inspiring abandoned house transformation.  00:00:00 -  Stone Barn Renovation by @L"
67560,57662,65.6,Building Secret Tree House in the Middle of the Forest | Start to Finish by @AsceticLoner,KLIFS TECH,crédito en título,AsceticLoner,36.77,2,2,614,1219,alta,yI9CeGhWq0I,https://www.youtube.com/watch?v=yI9CeGhWq0I,2024-12-05T12:01:18Z,"Follow the incredible journey of building a secret tree house hidden deep in the forest! From choosing the perfect tree and designing the structure to crafting and completing a cozy retreat, this DIY project is a blend of creativity and survival skills. Witness the magic of creating a hidden sanctuary in the heart of nature!  🔔 Subscribe to our channel https://www.youtube.com/@KLIFSTECH  Forest Builder - Life Outside  YouTube: https://www.youtube.com/@forestbuilder/videos  CONTACT: 📧 Submit Show"
67174,15144,64.9,Family Builds the Ultimate Off-Grid House in the Woods from Start to Finish | @LetsBuildAHouse,Off-Grid Paradise,crédito en título,LetsBuildAHouse,0.7,11,29,25,2730,media,oS4py-TrF14,https://www.youtube.com/watch?v=oS4py-TrF14,2026-07-17T12:00:21Z,"Welcome to Off-Grid Paradise! Today, we are watching an incredible full build documentary where a family builds the ultimate off-grid dream home from start to finish. If you love DIY construction, architectural masterpieces, and wilderness living, you won't want to miss a single second of this epic off-grid house build.  🔔 Don't forget to SUBSCRIBE to Off-Grid Paradise for more incredible start-to-finish building documentaries!  In this complete, step-by-step construction time-lapse, we break do"
66853,39181,50.8,Restoring a Dilapidated Semi-Abandoned House | Full Timelapse from Start to Finish,Smart Fox,forma de proyecto único,,2.29,0,0,188,8318,alta,YWaTyS11cbw,https://www.youtube.com/watch?v=YWaTyS11cbw,2026-02-04T12:01:06Z,"Experience the incredible transformation of a dilapidated semi-abandoned house, restored completely from start to finish in a detailed timelapse. This project showcases the dedication, effort, and craftsmanship required to revive a neglected property.  Follow every stage—from clearing debris and repairing damaged areas to rebuilding and strengthening the structure—and see how vision and persistence can turn a forgotten house into a solid and functional home. Don’t miss this impressive restoratio"
66421,57460,37.1,This machine was MODIFIED with a SPECIAL PURPOSE... ▶ INGENIOUS FORESTRY MACHINERY,Gear Tech HD,crédito en descripción,GearForgeHD,0.84,0,0,648,611,alta,Es2nxvwqby4,https://www.youtube.com/watch?v=Es2nxvwqby4,2024-11-01T18:00:15Z,This machine was MODIFIED with a SPECIAL PURPOSE... ▶ INGENIOUS FORESTRY MACHINERY  ---__---__---__---__---__---__---__---__---__---__---__---__---__---__ 🔔if you like the content subscribe to the channel and activate the bell 🔔  Check out Gear Unlimited: https://www.youtube.com/@GearForgeHD  PONSSE Website: www.ponsse.com Linkedin: www.linkedin.com/company/ponsse-oyj Facebook: www.facebook.com/ponsseoyj  5 Bijol d.o.o. Website: www.bijol.eu Facebook: www.facebook.com/bijoldoo Email: info@bijol.
65509,39231,33.5,Man Builds an Amazing DIY Wood Cabin Deep in the Forest | Full Start to Finish,Build Maker,forma de proyecto único,,0.36,0,0,199,1782,alta,BMXgtIx3xZU,https://www.youtube.com/watch?v=BMXgtIx3xZU,2026-01-24T11:33:28Z,"In this video, you’ll watch a man build an incredible DIY wooden cabin deep in the forest, completely from start to finish. No heavy machinery — just hard work, patience, and traditional woodworking skills.  The entire process is shown step by step, from choosing the location and preparing the wood to constructing the cabin and completing the final details. This build is inspired by off-grid living, nature survival, and a simple life close to the forest.  If you enjoy cabin building, wilderness "
65351,49666,40.3,Man BUILDS an INCREDIBLE Hiper-Realistic $2000 ALL-METAL RC OFF-ROAD VEHICLE by @RCViNCARS,Gear Tech HD,crédito en título,RCViNCARS,0.83,0,1,403,1126,alta,TbqPtJYLh5o,https://www.youtube.com/watch?v=TbqPtJYLh5o,2025-07-04T17:00:40Z,"Man Builds an HIPER-REALISTIC $2000 ALL-METAL RC OFF-ROAD VEHICLE by  @RCViNCARS ​ ---__---__---__---__---__---__---__---__---__---__---__---__---__---__ 🔔if you like the content subscribe to the channel and activate the bell 🔔  RC ViN CARS  YT Channel: www.youtube.com/@UCob9HyeTW0KRzFF2tUuFL3Q   It's truly admirable work to replicate the exact working mechanisms of an off-road vehicle at a miniature scale. This is an incredibly challenging task, not just because of the high level of aesthetic d"
65160,41032,76.8,Man builds a 4.8m tall treehouse in the middle of the forest with his own hands | By @Wild_Hammer,Epic Timeline,crédito en título,Wild_Hammer,6516.0,3,6,228,720,alta,sI7eB4hgCJ0,https://www.youtube.com/watch?v=sI7eB4hgCJ0,2025-12-26T07:55:21Z,Man builds a 4.8m tall treehouse in the middle of the forest with his own hands | By  ⁨@Wild_Hammer⁩     Wild Hammer https://www.youtube.com/@Wild_Hammer
65006,58041,37.4,Ingenious Modern AGRO TRUCKS That Are on Another LEVEL ▶ Advanced Agricultural Machinery,Gear Tech HD,crédito en descripción,GearForgeHD,0.82,0,0,739,711,alta,cbF7cT8YmTw,https://www.youtube.com/watch?v=cbF7cT8YmTw,2024-08-02T17:00:27Z,Ingenious Modern AGRO TRUCKS That Are on Another LEVEL ▶ Advanced Agricultural Machinery ---__---__---__---__---__---__---__---__---__---__---__---__---__---__ 🔔if you like the content subscribe to the channel and activate the bell 🔔  Check out Gear Unlimited: https://www.youtube.com/@GearForgeHD  Авион Website: www.avion-agro.ru Email: info@avion-agro.ru  Amag (Soil Stabilizers) Website: www.soilstabilizer.de Email: mail@amag.de  Tuff Boy Equipment Website: www.tuffboyequip.com Email: info@Tuff
64894,63022,26.3,18 Unique Vehicles you didn’t know Exist ▶3,TechFreeze,crédito en descripción,ApteraMotors,0.08,0,0,1094,840,alta,AmccnHWiBGI,https://www.youtube.com/watch?v=AmccnHWiBGI,2023-08-13T12:00:09Z,"People always strive for comfort, which led to the invention of machines that could do our job in a much shorter time and more efficiently. As you know, the turning point was the 20th century; during this period, the main machines were created and later developed over time. Fortunately, there are people who constantly amaze us with their interesting and useful inventions. Today we present a variety of unique vehicles that will amaze you  We hope you enjoy your time on our channel. Tell us which "
64801,54628,47.7,Forest garden paradise: 20 days of total garden renovation after 1 year - From start to finish,Innovative Tech World,forma de proyecto único,,1.73,0,0,585,2348,alta,4uaaw6B0PLI,https://www.youtube.com/watch?v=4uaaw6B0PLI,2025-01-03T23:00:04Z,"Thanh Cong's parents died when he was young. With the extraordinary will of an orphan, he went to the city to find work, from picking up trash, bottles,... He did everything. He did everything to survive in the harshest city in Vietnam.  After growing up in the city with little savings, he decided to leave the city to return to his hometown where he grew up to build a wooden house that could last for hundreds of years in the forest, in harmony with the wild nature.  Join us in this video to lear"
64623,16349,41.4,DAD SPENDS MONTHS Building a GIANT Scale B.J. AND THE BEAR RC Truck For His Son!,Gear Tech HD,crédito en descripción,JuliusPerdana,0.82,0,0,31,837,media,SeE58mDc9J8,https://www.youtube.com/watch?v=SeE58mDc9J8,2026-07-11T17:00:18Z,"---__---__---__---__---__---__---__---__---__---__---__---__---__---__ 🔔if you like the content subscribe to the channel and activate the bell 🔔  Julius Perdana YT Channel: www.youtube.com/@JuliusPerdana Purchase the plans here: https://paper-replika.com/  Being a complete enthusiast for scale modeling, Julius Perdana documents on his channel the construction process of his impressive projects, which are usually radio-controlled scale aerial vehicles. Likewise, he also usually builds other types"
64309,54590,26.7,Construction Workers Can't Believe This Technique Works - Most Ingenious Construction Technologies▶8,AKLA GELEN,crédito en descripción,lammi1926,0.16,0,0,601,603,alta,F5GsTpBxZ3g,https://www.youtube.com/watch?v=F5GsTpBxZ3g,2024-12-18T19:30:01Z,"The construction sector is rapidly changing and transforming with technological developments. These changes will allow us to build better, faster and more sustainable structures. In this video, we talk about modern techniques and technologies used in construction. You may be seeing some of them for the first time.  In the future, artificial intelligence, robotics, 3D printing and many other technologies are expected to become more widespread in the construction sector. Some important techniques "
63921,35944,51.9,This man is building a secret log cabin in the most dangerous forest in Russia! @lesnoy_badger1544,Machine stage,crédito en título,lesnoy_badger1544,1.03,2,5,169,1708,alta,iPvWi0JFAjU,https://www.youtube.com/watch?v=iPvWi0JFAjU,2026-02-23T15:00:06Z,"This man is building a secret log cabin in the most dangerous forest in Russia! @lesnoy_badger1544  Deep in one of Russia’s most dangerous forests, a man works in total secrecy to build a log cabin from scratch, alone and far from any help, battling brutal cold, harsh terrain, and constant risk from the wild; every log is cut, carried, and fitted by hand as the shelter slowly takes shape in the middle of nowhere, turning raw wilderness into a real home through pure skill, discipline, and determi"
63880,17487,90.5,Man Builds an Amazing Stone and Log House in the Forest | Start to Finish @lesnoy_craft8607,BUILDCRAFT WORLD DIY,crédito en título,lesnoy_craft8607,779.02,10,26,36,1938,media,Bas70AKy3RA,https://www.youtube.com/watch?v=Bas70AKy3RA,2026-07-06T10:00:19Z,"🏡 Man Builds Amazing Stone and Log House In the Forest | Start to Finish | @lesnoy_craft8607  Watch the incredible journey of building an amazing stone and log house deep in the forest. This video showcases the complete building process, traditional craftsmanship, woodworking techniques, and the transformation of natural materials into a beautiful off-grid home.  🎬 Original Creator: @lesnoy_craft8607  📌 Original video and all visual materials belong to the original creator. Please support the cr"
63769,22440,61.6,Turning Raw Land Into a Stunning A-Frame Cabin| Step-by-Step Construction@ProjectswithChristineJesse,CabinCraft,crédito en título,ProjectswithChristineJesse,0.74,6,16,59,1524,media,fvkO5m0qtlw,https://www.youtube.com/watch?v=fvkO5m0qtlw,2026-06-13T11:00:17Z,"This couple is building a spectacular A-frame cabin from start to finish in the woods!@ProjectswithChristineJesse @QuantumMakers      In this video, we transform an empty piece of land into a beautiful dream A-Frame cabin from start to finish. Follow the complete construction journey as every stage of the build comes together step by step.  From site preparation, foundation work, and structural framing to insulation, roofing, windows, doors, exterior finishing, and final details, this full build"
63399,22123,37.6,Man Builds an Amazing DIY Wood Shed in Backyard | Start to Finish @gino.varisano,Maker World,crédito en título,gino.varisano,0.71,0,2,58,1016,media,daC_GmLCfWc,https://www.youtube.com/watch?v=daC_GmLCfWc,2026-06-14T12:35:19Z,"Watch as an amazing DIY wood shed is built in the backyard from start to finish. This project shows the full process, including framing, wall building, roof work, siding, door installation, and final finishing details.  From simple materials to a beautiful and useful wooden shed, every step of this backyard build shows creativity, hard work, and smart DIY construction. This shed can be used for storage, tools, garden supplies, or as a small outdoor workspace.  A satisfying backyard project for a"
63342,41392,58.1,He Spent 6 Months Building a Garage with Car Lift!  ( By ‪@MLG_mylittlegarage‬ ) - Timelapse !,TTI Build Stories ,crédito en título,MLG_mylittlegarage,4.74,2,3,253,1518,alta,d_eHKf6Vm8A,https://www.youtube.com/watch?v=d_eHKf6Vm8A,2025-12-01T07:15:28Z,"He Spent 6 Months Building a Garage with Car Lift!  ( By ‪@MLG_mylittlegarage‬ ) ----------------------------------------------- In this remarkable project by My Little Garage, Alexander single-handedly builds a fully functional two-story, two-car garage complete with a professional car lift—all within just six months. Acting as his own architect, engineer, and builder, he combines meticulous planning with impressive hands-on craftsmanship.  The build begins with the most critical element: a rei"
62847,21743,80.0,Man Builds Perfect Underground Cabin in the Wilderness! (By @luxonbushcraft  ),TTI Build Stories ,crédito en título,luxonbushcraft,4.71,5,14,57,1459,media,bv7HO-mwirs,https://www.youtube.com/watch?v=bv7HO-mwirs,2026-06-15T04:39:21Z,"Man Builds Perfect Underground Cabin Alone in the Wilderness! (By  ⁨@luxonbushcraft⁩   ) ----------------------------------------------- Welcome back to TTI! Today’s project follows Luxon Bushcraft as he builds an incredible hidden underground cabin deep in the wilderness, transforming a simple excavation into a fully functional survival home.  The build begins with careful site preparation as a large pit is excavated and shaped to maintain stable soil walls. To improve durability, the lower end"
62762,58880,41.2,A Monster with Dual V8 Engines and a Unique Purpose ▶ The Story of the Michelin PLR,Gear Tech HD,crédito en descripción,GearUnlimited,0.79,0,0,923,507,alta,r8cyM4Oxuos,https://www.youtube.com/watch?v=r8cyM4Oxuos,2024-01-31T18:00:24Z,"A Monster with Dual V8 Engines and a Unique Purpose ▶ The Story of the Michelin PLR ---__---__---__---__---__---__---__---__---__---__---__---__---__---__ 🔔if you like the content subscribe to the channel and activate the bell 🔔  Check out Gear Unlimited: https://www.youtube.com/@GearUnlimited  While nowadays all brands that develop and produce parts for the automotive industry take advantage of technological advances to create testing tools, decades ago the methods for determining if something "
62731,57294,40.6,The Canadian GIANT that Built Roads for TITANS ▶ Champion 100T World's Largest Motor Grader,Gear Tech HD,crédito en descripción,GearForgeHD,0.79,0,0,816,459,alta,QY0lngSkMak,https://www.youtube.com/watch?v=QY0lngSkMak,2024-05-17T18:00:11Z,The Canadian GIANT that Built Roads for Titans ▶ Champion 100T World's Largest Motor Grader ---__---__---__---__---__---__---__---__---__---__---__---__---__---__ 🔔if you like the content subscribe to the channel and activate the bell 🔔  Check out Gear Unlimited: https://www.youtube.com/@GearForgeHD  One of the main virtues of companies that specialize in the development and manufacture of a single product is their ability to design and innovate in each of their models. A clear example was Champ
62467,30724,86.9,"He Turns Old Pickup Truck into Camper on Wheel With Only $20,000. By @andrewryanpov",KLIFS TECH,crédito en título,andrewryanpov,34.0,5,10,122,1862,alta,Jeq_6nfd0Y8,https://www.youtube.com/watch?v=Jeq_6nfd0Y8,2026-04-11T12:00:36Z,"What if a simple truck could become a fully functional studio apartment on wheels?  Join Andrew as he documents his third "" truck camper build "", applying valuable lessons learned from past experiences. This "" diy camper "" showcases a meticulous "" camper build "" process, from framing to insulation and interior finishing. The completed "" custom build "" is then mounted, ready for "" camping "" and ""rv living"" on the open road. =============================  CREDIT: Andrew Ryan POV https://www.youtub"
62465,62465,26.3,Satisfying Machines Operating at an Insane Level ▶1,TechFreeze,crédito en descripción,diodedynamics,0.07,0,0,1434,613,alta,9KLu4XfOK8o,https://www.youtube.com/watch?v=9KLu4XfOK8o,2022-09-07T13:30:20Z,"The machinery industry came into existence during the Industrial Revolution. In the beginning, large numbers of workers were needed to operate these machines in factories. However, with the passage of time, machines have also improved. Machines have replaced a large number of the workers. Nowadays, the most modern factory machines are fully automated. Today we present the working process of contemporary factory machines  We hope you enjoy your time on our channel. Tell us which topic you would l"
62430,59293,40.9,The Top 5 Best Movies About Trucks That You Should Watch ▶ The 70s Golden Era Part 1,Gear Tech HD,crédito en descripción,GearUnlimited,0.79,0,0,979,547,alta,GVpNNqyZP2Y,https://www.youtube.com/watch?v=GVpNNqyZP2Y,2023-12-06T21:04:06Z,"The Top 5 Best Movies About Trucks That You Should Watch ▶ The 70s Golden Era ---__---__---__---__---__---__---__---__---__---__---__---__---__---__ 🔔if you like the content subscribe to the channel and activate the bell 🔔  Check out Gear Unlimited: https://www.youtube.com/@GearUnlimited  Part 2: https://youtu.be/4H_GW9ZwY68  We're delighted to share this list of truck-themed movies with you, packed with thrilling action scenes, science fiction, and memorable characters. They're perfect for enjo"
62339,22476,57.2,The girl built her dream house in the forest,HITECH,forma de proyecto único,,101.69,0,0,62,1270,media,MXiMts7KGrI,https://www.youtube.com/watch?v=MXiMts7KGrI,2026-06-10T23:08:52Z,"🏡 A young woman sets out to turn her dream of owning a home in nature into reality using her own hands. Starting with an empty piece of land deep in a peaceful forest, she gradually builds a cozy cabin equipped with everything needed for comfortable living, overcoming numerous challenges related to construction, weather, and physical effort.  In this video, you'll follow the entire building process, from site preparation and foundation work to framing, roofing, and interior finishing, all the wa"
62164,48855,79.0,This Family Built Their Dream Home Where No One Dared To Live ( by ‪@woodjunkie_yt‬ ),TTI Build Stories ,crédito en título,woodjunkie_yt,4.66,5,9,452,1435,alta,hVLJrr05twU,https://www.youtube.com/watch?v=hVLJrr05twU,2025-05-16T17:30:36Z,"This Family Built Their Dream Home Where No One Dared To Live ( by ‪@woodjunkie_yt‬ )  Please support this Creator   Credit : WOOD JUNKIE Instagram : https://www.instagram.com/woodjunkie_yt/ Youtube : https://www.youtube.com/channel/UCib_y7QrDK3B_QcOyZN3zOw Email: buildingmycamp@gmail.com Paypal (support ) : https://www.paypal.com/paypalme/woodjunkie?country.x=SI&locale.x=en_US Web : https://500px.com/p/tinestrosar?view=photos   ---  Hey TTI Family! Buckle your tool belts, because today we’re he"
62139,18428,76.0,"Couple Builds Their Dream Wooden Home for Only $5,000 | From Start to Finish  @DoBeDiff",WildCraft Builds,crédito en título,DoBeDiff,2.66,4,5,42,3586,media,dZzwUkLp_YA,https://www.youtube.com/watch?v=dZzwUkLp_YA,2026-06-30T13:37:36Z,"Couple Builds Their Dream Wooden Home for Only $5,000 | From Start to Finish @DoBeDiff @QuantumMakers @MakeriumOfficial      🏡 Couple Builds Their Dream Home for Only $5,000 | From Start to Finish  Have you ever wondered how a beautiful wooden dream home can be built on a very small budget? In this video, you'll watch the complete construction process of a couple's amazing wooden house built for only $5,000.  The video covers every major step of the build, including the foundation, wooden floor "
61941,48894,40.3,Couple Transforms a BUS Into an INCREDIBLE MOBILE HOME | Built From START to FINISH@TheHideawayPNW,Gear Tech HD,crédito en título,TheHideawayPNW,0.78,0,1,459,951,alta,cercx0Fz7Ts,https://www.youtube.com/watch?v=cercx0Fz7Ts,2025-05-09T17:00:49Z,"---__---__---__---__---__---__---__---__---__---__---__---__---__---__ 🔔if you like the content subscribe to the channel and activate the bell 🔔  The Hideaway PNW YT Channel: www.youtube.com/@TheHideawayPNW Instagram: https://www.instagram.com/thehideawaypnw TikTok: https://www.tiktok.com/@thehideawaypnw  Motorhomes are one of the most useful and versatile vehicles, allowing their owners to travel wherever they want while bringing their home with them. This is what often motivates people like Ma"
61632,35824,68.4,This man is building a magnificent steel-framed house on a deserted cliff! @LankHome‬,Machine stage,crédito en título,LankHome,0.99,4,12,184,1843,alta,SPorGYVIvm8,https://www.youtube.com/watch?v=SPorGYVIvm8,2026-02-08T18:00:06Z,"This man is building a magnificent steel-framed house on a deserted cliff! @LankHome‬  In this video, you'll witness step-by-step the entire process of building a magnificent steel-frame house from scratch on the edge of a desolate cliff: from challenging site preparation, foundation and anchoring, the installation of the massive steel frame, wind-battle assembly, exterior cladding and insulation, window and door installation, interior electrical and plumbing work and finishing touches, to the i"
61519,29828,62.6,Man Builds a Low-Cost Container Home by Himself | From start to finish by@RoughStyle,BRAIN TIME VT,crédito en título,RoughStyle,1.0,3,8,118,1288,alta,V_43hhX8A5I,https://www.youtube.com/watch?v=V_43hhX8A5I,2026-04-15T13:24:42Z,"In this impressive DIY project, a man builds a container home on a low budget using simple materials and smart construction techniques. Starting with a basic shipping container, he transforms it into a comfortable and functional living space.  From cutting and modifying the container to insulation, layout design, and interior finishing, every step highlights creativity, efficiency, and cost-saving ideas.  This project proves that building a home doesn’t have to be expensive—you just need the rig"
61278,20448,50.5,He Turned a Forgotten Caravan Shelter Into His Dream Home | Start To Finish,Lord Gizmo,crédito en descripción,RobsCarpentryAndWoodworks,2.78,0,0,53,1373,media,_9Y22EKxaaU,https://www.youtube.com/watch?v=_9Y22EKxaaU,2026-06-19T18:00:30Z,"He Turned a Forgotten Caravan Shelter Into His Dream Home | Start To Finish  What happens when a forgotten caravan shelter gets a second chance? In this incredible start-to-finish build, talented craftsman @RobsCarpentryAndWoodworks transforms an old, neglected structure into a beautiful dream home through skill, creativity, and countless hours of hard work.  From the initial cleanup and structural repairs to the detailed carpentry, insulation, interior finishing, and final reveal, every stage o"
61127,53827,37.5,What Is This Strange Machine Used For? ▶ 1,Gear Tech HD,crédito en descripción,GearForgeHD,0.77,0,0,697,653,alta,33_ksTd6gsY,https://www.youtube.com/watch?v=33_ksTd6gsY,2024-09-13T18:00:02Z,What Is This Strange Machine Used For? ▶ 1 ---__---__---__---__---__---__---__---__---__---__---__---__---__---__ 🔔if you like the content subscribe to the channel and activate the bell 🔔  Check out Gear Unlimited: https://www.youtube.com/@GearForgeHD  Normet Oy Variomec crane Website: www.normet.com Linkedin: www.linkedin.com/company/normet-corporation Facebook: www.facebook.com/NormetGroup  TRB-Raise Borers Website: www.rhinoraiseboring.com Facebook: www.facebook.com/people/TRB-Raise-Borers-Lt
61112,49569,27.3,Man Builds Amazing Shed in His Backyard | Start to Finish by @WoodWorkerwood,TechFreeze,crédito en título,WoodWorkerwood,0.07,0,1,506,1032,alta,SF-5j1BGjeQ,https://www.youtube.com/watch?v=SF-5j1BGjeQ,2025-03-23T11:00:29Z,"A simple idea turns into reality as this backyard gets a brand-new shed, built from scratch. From laying the foundation to framing, roofing, and final touches, every step is captured in detail. Whether you’re into DIY projects or just love watching something come to life, this build is packed with inspiration.   Engin Bircan https://www.youtube.com/@WoodWorkerwood  Music: Epidemic Sound https://www.epidemicsound.com/referral/h44sdw/"
60905,19336,55.5,The Man Who Spent 6 Months Building His Dream Log Home | From Start to Finish By @SurvivalFarNorth,Innovative Tech World,crédito en título,SurvivalFarNorth,1.62,2,2,48,2474,media,NNTxYXuEGBQ,https://www.youtube.com/watch?v=NNTxYXuEGBQ,2026-06-24T11:30:13Z,"Watch the incredible journey of one determined man who spent 6 months building his dream log home completely by hand. From cutting trees and preparing logs to raising walls and completing the final details, every step showcases hard work, craftsmanship, and dedication. Witness the transformation from an empty forest clearing into a beautiful handcrafted cabin from start to finish. This is a story of perseverance, self-reliance, and the dream of creating a home in the wilderness.  See more here Y"
60772,37585,38.5,Expert Mechanic SAVES a Completely DESTROYED Scania Truck From Start to Finish,Gear Tech HD,crédito en descripción,sebastianjedrzejczyk9597,0.77,0,0,217,1281,alta,25fLZQlPdqg,https://www.youtube.com/watch?v=25fLZQlPdqg,2026-01-06T17:00:04Z,"---__---__---__---__---__---__---__---__---__---__---__---__---__---__ 🔔if you like the content subscribe to the channel and activate the bell 🔔  Sebastian Jedrzejczyk YT Channel: www.youtube.com/@sebastianjedrzejczyk9597  As it can't be anyone else, in this video we are going to appreciate another of the amazing repair and restoration works documented by the Sebastian Jedrzejczyk channel. In this case, it is a 2017 Scania R450 truck, which suffered some significant damage to the passenger side."
60650,11775,64.2,Man builds container house for his family | Amazing homemade container home@Construyendo-Juntos,MAKERS HD,crédito en título,Construyendo-Juntos,0.9,6,10,19,1798,baja,rNhrFINemlc,https://www.youtube.com/watch?v=rNhrFINemlc,2026-07-23T14:52:18Z,"Can a simple shipping container become a beautiful family home? In this incredible project, one man transforms ordinary shipping containers into a stunning, modern home built with skill, creativity, and determination. From cutting and welding the steel structure to installing insulation, interiors, and finishing touches, every step reveals an amazing DIY transformation. The result is a comfortable, stylish, and functional container home that perfectly meets the needs of his family. If you enjoy "
60578,36751,59.1,Couple Turns Old School Bus into Dream Home With a Few $2000s. By @skoolievanblog​,KLIFS TECH,crédito en título,skoolievanblog,32.97,1,2,206,2499,alta,7xtr2PdOXkA,https://www.youtube.com/watch?v=7xtr2PdOXkA,2026-01-17T11:03:32Z,"Simon and Anni, a creative duo from Germany, take on the challenge of turning a retired school bus into an elegant, fully equipped camper designed for life on the move.  The entire transformation is documented in detail, from gutting the original interior to adding insulation, heating systems, solar energy, and handcrafted furnishings.  Inside, the build includes a welcoming wood-fired stove, cleverly designed storage, a complete kitchen and bathroom, and a sleeping setup that folds away to save"
60265,53104,25.9,"Man Shocks Foresters - World's Lightest Tree BALSA, Kiri - Growing, Harvesting, Processing",AKLA GELEN,crédito en descripción,3acompositescorematerials254,0.15,0,0,699,608,alta,5APgP_d-wgw,https://www.youtube.com/watch?v=5APgP_d-wgw,2024-09-11T19:30:01Z,"Balsa tree is the lightest tree in the world and has a soft texture. Kiri tree is known for its durability and fast growth. Balsa and kiri trees, although they are different species, have some common features. In this video, we talk about the cultivation, harvesting and processing of balsa and kiri trees.  Balsa tree grows slower than kiri tree. It is one of the lightest trees in the world and thanks to this feature, it is used in model airplanes, surfboards and thermal insulation materials. It "
60112,48993,50.2,Man Builds Incredibly Cozy House In The Mountains |From Start to Finish by @buildlife,Smart Fox,crédito en título,buildlife,2.06,1,1,515,1849,alta,0gdjN0AGj6g,https://www.youtube.com/watch?v=0gdjN0AGj6g,2025-03-14T13:19:47Z,Video on the author's channel: https://www.youtube.com/watch?v=H2NP2H-KfAw  The entire playlist about building a house: https://www.youtube.com/watch?v=0UKCNJgMlW0&list=PL_Ufli4ClVYZ15ZfJ0C4JV8hANIjBUW-e&index=1  Book this house:  https://airbnb.com/h/squatchhollow https://airbnb.com/h/sunsetridge1  __________________________________ Disclaimer: Smart Fox is not affiliated with the businesses whose products are shown in this review. Any trademarks depicted are the property of their respective ow
60066,48182,27.5,Man Transforms Toy Car into Fastest Go kart | Start to Finish Build by @Motorizando,TechFreeze,crédito en título,Motorizando,0.07,0,3,486,1148,alta,Y1HdRmiW8GQ,https://www.youtube.com/watch?v=Y1HdRmiW8GQ,2025-04-12T11:01:00Z,"Leandro takes what looks like an ordinary toy car and transforms it into something no one saw coming — a fully functional, high-speed go-kart. This start-to-finish build is packed with creativity, skill, and pure determination. Watch as he re-engineers the entire structure, fits a powerful engine, and brings this childhood toy to life in the most unexpected way. From cutting and welding to painting and testing, every step of the transformation is documented in detail. It’s not just a build — it’"
59787,21556,36.0,Family Rebuilds a Dream Off-Grid Cabin in the Forest | Start to Finish by @woodysbarndominium,Maker World,crédito en título,woodysbarndominium,0.67,0,1,62,1940,media,lBKNInqsCYk,https://www.youtube.com/watch?v=lBKNInqsCYk,2026-06-10T11:04:18Z,"Welcome back to another incredible off-grid cabin rebuilding journey!  In this video, a family rebuilds a dream off-grid cabin in the middle of the forest from start to finish. From cleaning the old structure and preparing the area to rebuilding the frame, repairing the walls, working on the roof, and adding the final finishing details, every step of the transformation is captured beautifully.  Watch as this family turns a rough forest cabin into a strong, peaceful, and comfortable off-grid home"
59597,25493,40.3,A former NASA engineer is building an amazing house in nature in just 3 years!,Machine stage,crédito en descripción,Homesteadwildernesscabin,0.96,0,0,89,1467,media,Mv3co3hjff0,https://www.youtube.com/watch?v=Mv3co3hjff0,2026-05-14T15:55:42Z,"A former NASA engineer spends 3 years building an incredible house deep in nature completely from scratch! In this video, you'll watch the entire construction process step by step, from carrying massive logs and building the structural frame to installing the roof, insulation, and beautiful wooden interiors. Using engineering knowledge, precision planning, and hard work, he transforms a quiet forest area into a stunning modern wilderness home. Every stage shows the perfect combination of natural"
59424,24752,65.2,A Man Built a 2-Story Duplex Cabin ALONE | Scratch to Finish | by @my_off-grid_story,Off-Grid Paradise,crédito en título,my_off-grid_story,0.62,5,13,84,3121,media,r-8oA2brcXg,https://www.youtube.com/watch?v=r-8oA2brcXg,2026-05-19T10:30:31Z,"Watch a man build a 2-story duplex cabin completely ALONE from scratch to finish! This full off-grid documentary captures the ultimate battle between raw wilderness and human engineering.  🌲 Welcome to Off-Grid Paradise! In today’s architectural deep-dive, we are analyzing an incredible solo build originally documented by the 'My Offgrid Story' channel.  My Off-Grid Story Youtube:  https://www.youtube.com/@my_off-grid_story  Building a two-story off-grid duplex cabin requires more than just wood"
58977,50440,82.3,Man Builds SECRET Tree House to Survive - start to finish by @ArtSportArtSport,SwiftBuild,crédito en título,ArtSportArtSport,46.48,8,13,619,495,alta,77Wk2FsoDnQ,https://www.youtube.com/watch?v=77Wk2FsoDnQ,2024-11-30T05:00:05Z,"Man Builds SECRET Tree House to Survive - start to finish by @ArtSportArtSport   Nature is always something that attracts humans—living among the greenery, hearing the silent hours of the forest, and spending time under the high canopy. Some have done even better and built a whole tree house there. This man made a secret tree house in the forest to escape the harsh rush of cities. It presents us with a unique perspective: living high among the trees and finding real happiness. The tree house, th"
